Crakehill,Skip Bridge,Westwick,,,,,
44.3,20.454,81.723,153.9,0.422012579,0.435523933,0.708929475,0.579879875
62.6,20.069,57.871,97.96,0.561520869,0.428883139,0.526851401,0.401162113
32.7,16.653,34.943,90.79,0.333581094,0.36996119,0.35182683,0.378255313
34.2,15.992,43.259,86.84,0.3450162,0.358559724,0.415308352,0.365635807
29,15.043,47.679,106,0.3053745,0.342190599,0.449049132,0.426848398
34,16.006,65.539,138.4,0.343491519,0.358801207,0.585386311,0.530360295
62.9,17.34,53.079,83.9,0.56380789,0.381811125,0.4902709,0.356243061
29.5,11.257,28.897,60.6,0.309186202,0.276886589,0.305673718,0.28180395
21.9,10.324,23.573,59.33,0.251248332,0.260793445,0.265032109,0.27774654
21.1,11.263,27.995,70.24,0.245149609,0.276990082,0.298788156,0.312601934
24.9,11.462,33.226,63.19,0.274118544,0.280422596,0.338719835,0.290078512
22.5,10.145,26.411,71.23,0.255822375,0.257705908,0.286696438,0.315764798
33,12.42,40.975,127.5,0.335868115,0.29694696,0.397873071,0.495536848
64.9,16.102,46.245,91.41,0.579054698,0.360457094,0.438102463,0.380236097
39.1,13.401,34.803,108.3,0.382370879,0.313868047,0.350758118,0.434196465
49,16.434,46.507,125.2,0.457842577,0.3661837,0.440102482,0.488188781
58.9,19.562,81.688,203.6,0.533314275,0.420137991,0.708662296,0.738662013
103,31.913,74.698,159.7,0.869506385,0.633178094,0.655303009,0.598409783
64.5,24.87,70.267,151.9,0.576005336,0.511694696,0.621478258,0.573490252
60,22.313,60.923,112,0.541700019,0.467589478,0.550149333,0.446017268
41.8,18.541,42.446,119.4,0.402954069,0.402526951,0.409102186,0.469658874
60.1,22.307,34.981,114.3,0.542462359,0.467485985,0.35211691,0.453365335
50.6,18.782,29.414,160.6,0.470040023,0.406683915,0.309620321,0.601285113
46.3,21.118,38.242,107.3,0.437259386,0.446977145,0.377010277,0.431001653
36.5,16.885,34.73,85.22,0.362550029,0.373962915,0.350200861,0.360460213
29.8,15.549,31.031,89.57,0.311473223,0.350918499,0.32196395,0.374357643
31.1,16.807,35.052,76.91,0.321383648,0.372617508,0.352658899,0.333911328
26.4,11.958,27.855,79.76,0.28555365,0.288978008,0.297719444,0.343016541
31.2,15.078,29.432,222.3,0.322145988,0.342794308,0.309757727,0.79840499
91.3,32.943,95.978,182.6,0.78031256,0.650944373,0.817747307,0.671570969
71.3,25.78,67.655,168.2,0.627844483,0.527391117,0.601539137,0.625565681
79.4,22.549,80.029,203.7,0.689594054,0.471660198,0.695998053,0.738981494
103,33.316,97.254,210.3,0.869506385,0.65737818,0.827487858,0.760067251
78.7,44.949,76.537,156.8,0.684257671,0.858033635,0.669341311,0.589144829
50.5,27.788,61.675,191.2,0.469277682,0.562026736,0.555889846,0.699046349
83.5,29.257,102.524,154.7,0.72085001,0.587365244,0.867717249,0.582435724
56.5,24.649,68.903,159.1,0.515018106,0.507882708,0.611065945,0.596492896
67.9,22.38,69.517,226,0.601924909,0.468745149,0.615753013,0.810225793
80.9,33.247,63.25,139.2,0.70102916,0.656188012,0.567912862,0.532916144
45.3,19.526,45.053,93.19,0.429635982,0.419517033,0.429003139,0.385922861
32.3,14.771,34.856,74.32,0.330531732,0.337498922,0.351162702,0.325636766
26.9,11.594,34.703,121.7,0.289365352,0.282699439,0.349994752,0.477006941
38.9,16.877,45.939,85.82,0.380846198,0.373824925,0.435766563,0.3623771
26.5,14.87,34.535,70.17,0.28631599,0.339206555,0.348712297,0.312378298
22.2,12.712,28.873,80.91,0.253535354,0.301983614,0.30549051,0.346690575
25.8,18.214,48.114,99.76,0.280979607,0.396886589,0.452369775,0.406912774
33.8,15.475,42.808,74.98,0.341966838,0.349642087,0.411865571,0.327745342
24.2,12.364,32.928,65.88,0.268782161,0.295981026,0.336445004,0.298672556
22,12.137,28.63,61.27,0.252010673,0.292065545,0.303635531,0.283944474
20.9,11.628,26.756,71.17,0.243624929,0.283285899,0.289330051,0.315573109
24.9,10.343,47.875,116.1,0.274118544,0.261121173,0.45054533,0.459115996
52,8.592,76.35,111.3,0.480712788,0.230918499,0.667913816,0.4437809
42.4,10.984,43.54,71.55,0.407528111,0.272177663,0.417453411,0.316787138
24.7,9.068,31.562,62.09,0.272593863,0.239128935,0.326017424,0.28656422
23.8,7.735,30.717,58.38,0.2657328,0.216136266,0.319566981,0.274711469
21.6,7.839,25.613,49.53,0.248961311,0.217930142,0.280604777,0.246437386
17.8,7.568,21.168,61.78,0.219992377,0.213255714,0.246673155,0.285573828
29.2,9.942,38.995,93.22,0.30689918,0.254204398,0.382758423,0.386018706
35.8,14.662,46.101,80.6,0.357213646,0.335618801,0.437003216,0.345700183
32.4,10.112,33.854,57.9,0.331294073,0.257136697,0.343513774,0.273177959
21.4,7.47,24.745,46.13,0.24743663,0.21156533,0.273978759,0.235575026
17.4,6.085,19.97,40.86,0.216943015,0.187675722,0.23752803,0.218738369
15.9,5.616,17.454,40.86,0.205507909,0.179586028,0.21832174,0.218738369
18.3,4.928,17.958,40.43,0.223804079,0.167718844,0.222169105,0.2173646
17.1,4.95,17.211,64.58,0.214655994,0.168098318,0.21646676,0.294519301
24.6,5.873,43.225,62.84,0.271831523,0.184018974,0.415048808,0.288960328
22.7,5.978,43.716,102.4,0.257347055,0.185830099,0.418796935,0.415347076
41.9,8.933,56.009,64.95,0.403716409,0.236800345,0.512637525,0.295701381
21.6,7.211,27.074,50.25,0.248961311,0.207097887,0.291757555,0.24873765
19.4,6.453,20.712,52.39,0.232189823,0.194023286,0.243192206,0.255574547
24.8,7.497,26.17,76.74,0.273356204,0.212031048,0.284856726,0.33336821
38,8.789,33.019,62.72,0.373985134,0.234316516,0.337139667,0.288576951
23.1,7.269,29.332,49.5,0.260396417,0.208098318,0.308994361,0.246341541
18.5,6.176,21.34,40.47,0.225328759,0.189245364,0.247986145,0.217492392
15.9,5.44,16.643,35.43,0.205507909,0.176550237,0.212130841,0.201390542
14.2,4.751,14.222,31.7,0.192548123,0.164665804,0.193649749,0.189473894
13.2,4.352,12.948,29.57,0.184924719,0.157783527,0.183924465,0.182668946
12.3,4.027,12.2,27.77,0.178063655,0.152177663,0.178214487,0.176918285
11.6,3.947,11.433,25.67,0.172727273,0.150797758,0.172359469,0.17020918
10.7,3.744,10.318,24.25,0.165866209,0.147296248,0.163847937,0.165672548
10.4,3.607,9.852,23.77,0.163579188,0.144933161,0.160290652,0.164139038
10.2,3.598,9.415,22.66,0.162054507,0.144777922,0.156954742,0.160592797
9.7,3.495,9.01,21.52,0.158242805,0.143001294,0.153863109,0.156950712
9.17,3.372,8.447,19.85,0.154202401,0.14087969,0.149565358,0.151615377
8.75,3.171,8.095,19.57,0.151000572,0.137412678,0.14687831,0.150720829
8.58,3.447,7.789,19.38,0.149704593,0.142173351,0.14454241,0.150113815
8.45,3.479,7.571,18.88,0.148713551,0.142725313,0.142878272,0.148516409
8.33,3.437,7.4,18.71,0.147798742,0.142000862,0.141572916,0.147973291
8.32,3.468,7.337,19.71,0.147722508,0.142535576,0.141091995,0.151168103
8.79,3.78,7.792,19.71,0.151305508,0.147917206,0.144565311,0.151168103
8.75,3.467,8.093,19.44,0.151000572,0.142518327,0.146863043,0.150305504
8.66,3.482,7.416,19.19,0.150314465,0.142777059,0.141695054,0.149506801
8.47,3.317,7.303,19.12,0.148866019,0.139931005,0.140832451,0.149283164
8.29,4.039,8.178,32.45,0.147493806,0.152384649,0.147511904,0.191870003
17.7,4.668,15.9,33.44,0.219230036,0.163234153,0.206459031,0.195032867
15.3,3.572,11.195,27.08,0.200933867,0.144329452,0.170542658,0.174713865
12.9,3.315,9.547,22.33,0.182637698,0.139896507,0.157962385,0.159538509
10.2,3.063,8.038,19.38,0.162054507,0.135549806,0.146443191,0.150113815
8.94,2.962,7.129,17.92,0.152449018,0.133807676,0.139504194,0.14544939
8.26,2.907,6.654,16.98,0.147265104,0.132858991,0.135878205,0.142446267
7.83,2.857,6.213,16.26,0.14398704,0.13199655,0.132511761,0.140146003
7.57,2.812,6.036,15.72,0.142004955,0.131220354,0.131160603,0.138420805
7.37,2.786,5.854,14.89,0.140480274,0.130771884,0.129771276,0.135769111
7.15,2.583,5.711,13.56,0.138803126,0.127270375,0.128679663,0.131520012
6.93,2.433,5.495,12.56,0.137125977,0.124683053,0.127030792,0.1283252
6.73,2.441,5.348,11.91,0.135601296,0.124821044,0.125908644,0.126248572
6.56,2.384,5.003,11.54,0.134305317,0.123837861,0.123275031,0.125066492
6.69,2.361,4.787,11.73,0.13529636,0.123441138,0.121626161,0.125673506
6.6,2.329,4.733,12.3,0.134610253,0.122889176,0.121213943,0.127494549
6.46,2.308,4.694,12.14,0.133542977,0.122526951,0.12091623,0.126983379
6.4,2.301,4.597,12.12,0.133085573,0.12240621,0.120175765,0.126919483
6.47,2.276,4.547,12.01,0.133619211,0.121974989,0.119794082,0.126568053
6.39,2.278,4.424,11.82,0.133009339,0.122009487,0.118855142,0.125961039
6.28,2.28,4.394,11.5,0.132170764,0.122043984,0.118626132,0.1249387
6.14,2.214,4.374,11.2,0.131103488,0.120905563,0.118473459,0.123980256
6.02,2.198,4.38,11.47,0.130188679,0.120629582,0.118519261,0.124842855
6.02,2.249,4.385,12.04,0.130188679,0.121509271,0.118557429,0.126663898
6.15,2.334,4.727,14.42,0.131179722,0.12297542,0.121168141,0.134267549
7.59,3.708,5.488,14.61,0.142157423,0.146675291,0.126977357,0.134874564
7.65,2.72,5.471,13.72,0.142614828,0.129633463,0.126847584,0.132031181
7.51,2.405,5.433,13.68,0.141547551,0.124200086,0.126557505,0.131903389
7.38,2.32,5.403,12.64,0.140556508,0.122733937,0.126328496,0.128580785
6.36,2.276,4.989,12.27,0.132780637,0.121974989,0.12316816,0.127398705
6,2.219,4.692,11.81,0.130036211,0.120991807,0.120900963,0.125929091
5.79,2.177,4.634,12.16,0.128435296,0.120267357,0.12045821,0.127047275
6.07,2.666,5.406,17.4,0.130569849,0.128702027,0.126351396,0.143788088
9.55,3.717,6.442,17.25,0.157099295,0.14683053,0.134259869,0.143308866
8.81,2.495,5.97,14.84,0.151457976,0.12575248,0.130656781,0.13560937
7.17,2.533,5.552,16.49,0.138955594,0.126407934,0.127465911,0.14088081
7.82,3.028,8.649,21.29,0.143910806,0.134946097,0.151107358,0.156215905
9.57,2.443,9.998,18.77,0.157251763,0.124855541,0.161405166,0.14816498
7.71,2.414,9.041,17.06,0.143072232,0.124355326,0.154099753,0.142701852
7.15,2.228,7.554,14.69,0.138803126,0.121147046,0.1427485,0.135130149
6.39,2.109,6.24,13.33,0.133009339,0.119094437,0.132717869,0.130785205
5.96,2.032,5.587,12.12,0.129731275,0.117766279,0.127733089,0.126919483
5.92,2.241,5.576,12.06,0.129426339,0.121371281,0.127649119,0.126727794
6.19,2.187,5.515,14.73,0.131484658,0.120439845,0.127183465,0.135257941
6.11,2.044,7.426,13.59,0.130874786,0.117973264,0.141771391,0.131615856
5.68,1.995,6.128,12.16,0.127596722,0.117128072,0.131862899,0.127047275
5.45,1.956,5.36,11.54,0.125843339,0.116455369,0.126000248,0.125066492
5.38,1.979,5.043,10.68,0.125309701,0.116852091,0.123580378,0.122318954
5.07,1.874,4.548,10.16,0.122946446,0.115040966,0.119801716,0.120657652
4.94,1.865,4.402,10.48,0.121955403,0.114885727,0.118687201,0.121679992
5.09,2.045,4.419,10.31,0.123098914,0.117990513,0.118816973,0.121136874
5.08,1.914,4.263,10.09,0.12302268,0.115730918,0.117626122,0.120434015
4.9,1.842,4.247,9.709,0.121650467,0.114489004,0.117503984,0.119216792
4.7,1.82,4.109,9.328,0.120125786,0.11410953,0.116450539,0.117999569
4.42,1.786,3.991,8.953,0.117991233,0.11352307,0.115549767,0.116801514
4.35,1.78,3.88,9.006,0.117457595,0.113419577,0.11470243,0.116970839
4.41,1.801,3.899,8.962,0.117914999,0.113781803,0.11484747,0.116830268
4.63,1.79,3.858,8.938,0.119592148,0.113592066,0.11453449,0.116753592
4.45,1.762,4.028,8.594,0.118219935,0.113109099,0.115832212,0.115654577
4.25,1.71,4.839,12.8,0.116695254,0.11221216,0.122023111,0.129091955
5.19,1.67,8.061,11.43,0.123861254,0.111522208,0.146618765,0.124715063
4.89,1.597,5.474,9.522,0.121574233,0.110263044,0.126870485,0.118619362
4.27,1.595,4.403,8.454,0.116847723,0.110228547,0.118694835,0.115207303
3.99,1.617,3.947,8.221,0.114713169,0.110608021,0.115213886,0.114462912
3.97,1.636,3.879,8.236,0.114560701,0.110935748,0.114694797,0.114510834
4.1,1.643,3.711,7.895,0.115551744,0.11105649,0.113412342,0.113421404
3.86,1.569,3.548,7.297,0.113722127,0.109780078,0.112168055,0.111510906
3.62,1.555,3.453,6.596,0.11189251,0.109538594,0.111442857,0.109271343
3.48,1.55,3.28,6.59,0.110825233,0.10945235,0.110122234,0.109252174
3.39,1.458,3.093,6.517,0.110139127,0.107865459,0.108694739,0.109018953
3.32,1.305,3.032,6.622,0.109605489,0.105226391,0.108229086,0.109354408
3.38,1.315,3.055,6.516,0.110062893,0.105398879,0.10840466,0.109015758
3.4,1.338,3.043,6.486,0.110215361,0.105795602,0.108313056,0.108919914
3.45,1.32,3.076,6.481,0.110596531,0.105485123,0.108564967,0.10890394
3.41,1.317,3.053,6.434,0.110291595,0.105433376,0.108389393,0.108753784
3.6,1.341,3.074,6.253,0.111740042,0.105847348,0.1085497,0.108175523
3.45,1.337,3.07,6.155,0.110596531,0.105778353,0.108519165,0.107862431
3.58,1.302,3.653,8.088,0.111587574,0.105174644,0.112969589,0.114038002
4.19,1.254,4.302,7.286,0.11623785,0.104346701,0.117923835,0.111475763
3.62,1.247,3.565,6.438,0.11189251,0.104225959,0.112297827,0.108766563
3.48,1.29,3.375,6.496,0.110825233,0.104967658,0.110847432,0.108951862
3.53,1.443,3.257,6.782,0.111206404,0.107606727,0.10994666,0.109865578
3.83,1.4,3.82,8.683,0.113493425,0.106865028,0.114244411,0.115938915
5.01,1.472,3.854,8.091,0.122489041,0.108106943,0.114503955,0.114047587
4.02,1.55,3.424,7.021,0.114941872,0.10945235,0.111221481,0.110629138
3.71,1.365,3.231,6.687,0.112578616,0.10626132,0.109748185,0.109562071
3.69,1.465,3.178,7.742,0.112426148,0.107986201,0.109343601,0.112932597
3.9,1.559,4.703,9.991,0.114027063,0.109607589,0.120984933,0.120117729
3.79,1.384,7.386,9.033,0.113188489,0.106589047,0.141466045,0.117057099
3.83,1.265,5.141,7.94,0.113493425,0.104536438,0.124328476,0.11356517
3.78,1.467,4.092,7.088,0.113112255,0.108020699,0.116320766,0.110843191
3.4,1.28,3.569,6.707,0.110215361,0.10479517,0.112328362,0.109625967
3.31,1.194,3.558,6.377,0.109529255,0.103311772,0.112244392,0.10857168
3.3,1.214,3.365,5.951,0.109453021,0.103656749,0.110771095,0.10721069
3.2,1.203,3.184,5.619,0.10869068,0.103467012,0.109389403,0.106150012
3.16,1.204,3.087,5.541,0.108385744,0.10348426,0.108648937,0.105900817
3.13,1.185,2.992,5.406,0.108157042,0.103156533,0.10792374,0.105469518
3.06,1.156,2.864,5.287,0.107623404,0.102656317,0.106946631,0.105089335
2.78,1.143,2.722,5.201,0.105488851,0.102432083,0.105862651,0.104814581
2.66,1.117,2.588,5.046,0.104574042,0.101983614,0.104839741,0.104319385
2.55,1.117,2.96,5.491,0.103735468,0.101983614,0.107679463,0.105741076
2.66,1.101,3.038,5.234,0.104574042,0.101707633,0.108274888,0.10492001
2.62,1.096,2.808,4.814,0.104269106,0.101621389,0.106519146,0.103578189
2.43,1.068,2.537,4.433,0.102820659,0.101138422,0.104450424,0.102360966
2.43,1.058,2.402,4.578,0.102820659,0.100965934,0.10341988,0.102824213
2.43,1.075,2.386,4.605,0.102820659,0.101259163,0.103297741,0.102910473
2.45,1.097,2.355,4.596,0.102973128,0.101638637,0.103061098,0.10288172
2.51,1.073,2.309,4.696,0.103430532,0.101224666,0.10270995,0.103201201
2.4,1.077,2.293,4.581,0.102591957,0.101293661,0.102587811,0.102833798
2.36,1.072,2.299,4.259,0.102287021,0.101207417,0.102633613,0.101805069
2.34,1.084,2.252,4.145,0.102134553,0.101414403,0.102274831,0.10144086
2.37,1.087,2.185,4.151,0.102363255,0.101466149,0.101763376,0.101460029
2.5,1.102,2.27,4.447,0.103354298,0.101724881,0.102412237,0.102405693
2.59,1.115,2.229,4.381,0.104040404,0.101949116,0.102099257,0.102194836
2.51,1.072,2.211,4.202,0.103430532,0.101207417,0.101961851,0.101622964
2.44,1.055,2.164,4.075,0.102896893,0.100914187,0.101603069,0.101217223
2.41,1.037,2.157,3.858,0.102668191,0.100603708,0.101549633,0.100523949
2.37,1.043,2.121,4.121,0.102363255,0.100707201,0.101274821,0.101364185
2.34,1.032,2.104,4.175,0.102134553,0.100517464,0.101145049,0.101536704
2.35,1.036,2.125,4.011,0.102210787,0.10058646,0.101305356,0.101012755
2.39,1.018,2.167,3.965,0.102515723,0.100275981,0.10162597,0.100865794
2.27,1.016,2.092,4.138,0.101600915,0.100241483,0.101053445,0.101418496
2.13,1.004,2.044,3.694,0.100533638,0.100034498,0.100687029,0.1
2.08,1.038,2.021,3.757,0.100152468,0.100620957,0.100511455,0.100201273
2.06,1.002,1.996,3.748,0.1,0.1,0.100320614,0.10017252
2.11,1.015,1.954,4.245,0.10038117,0.100224235,0.1,0.101760341
2.17,1.06,2.098,4.55,0.100838574,0.101000431,0.101099247,0.102734759
2.38,1.102,2.109,4.548,0.102439489,0.101724881,0.101183217,0.102728369
2.23,1.06,2.112,4.429,0.101295979,0.101000431,0.101206118,0.102348187
2.19,1.037,2.197,4.621,0.100991043,0.100603708,0.10185498,0.10296159
2.24,1.041,2.255,4.633,0.101372213,0.100672704,0.102297732,0.102999928
2.26,1.099,2.287,4.687,0.101524681,0.101673135,0.102542009,0.103172448
2.27,1.105,2.31,4.772,0.101600915,0.101776628,0.102717583,0.103444007
2.4,1.176,2.3,4.936,0.102591957,0.103001294,0.102641247,0.103967956
2.55,1.156,2.308,5.218,0.103735468,0.102656317,0.102702316,0.104868893
2.88,1.165,2.447,5.341,0.106251191,0.102811557,0.103763395,0.105261855
2.72,1.14,2.409,5.253,0.105031447,0.102380336,0.103473316,0.104980711
2.66,1.142,2.377,8.918,0.104574042,0.102414834,0.103229038,0.116689696
5.09,3.535,3.645,22.79,0.123098914,0.143691246,0.11290852,0.161008123
9.26,9.589,5.906,20.01,0.154888508,0.248115567,0.130168227,0.152126546
7.62,3.833,5.586,11.31,0.142386125,0.148831393,0.127725455,0.124331685
5.51,1.91,3.879,15.12,0.126300743,0.115661923,0.114694797,0.136503918
8.24,3.868,4.582,18.72,0.147112636,0.149435101,0.12006126,0.148005239
8.44,2.334,6.838,14.16,0.148637317,0.12297542,0.137282798,0.133436898
5.69,1.906,5.137,10.98,0.127672956,0.115592928,0.124297942,0.123277398
4.82,1.644,4.149,9.331,0.121040595,0.111073739,0.116755885,0.118009153
4.18,1.483,3.766,8.33,0.116161616,0.10829668,0.113832193,0.114811147
3.73,1.379,3.409,7.606,0.112731084,0.106502803,0.111106976,0.112498103
3.6,1.324,3.219,7.519,0.111740042,0.105554118,0.109656581,0.112220154
3.67,1.344,3.182,7.272,0.11227368,0.105899094,0.109374135,0.111431036
3.39,1.324,3.103,6.839,0.110139127,0.105554118,0.108771076,0.110047683
3.2,1.3,2.993,6.588,0.10869068,0.105140147,0.107931373,0.109245785
3.1,1.265,2.875,6.28,0.10792834,0.104536438,0.107030601,0.108261783
3.04,1.293,2.768,6.04,0.107470936,0.105019405,0.1062138,0.107495028
2.93,1.271,2.692,6.284,0.106632361,0.104639931,0.105633642,0.108274562
3,1.335,5.028,13.2,0.107166,0.105743855,0.123465873,0.130369879
5.79,1.444,7.818,18.67,0.128435296,0.107623976,0.144763786,0.147845499
5.62,2.727,15.249,17.88,0.127139318,0.129754204,0.201489518,0.145321598
5.57,2.22,8.653,12.14,0.126758148,0.121009056,0.151137893,0.126983379
4.32,1.7,6.861,10.73,0.117228893,0.112039672,0.137458373,0.122478695
4.16,1.472,5.529,9.433,0.116009148,0.108106943,0.127290337,0.118335024
3.71,1.447,4.715,8.584,0.112578616,0.107675722,0.121076537,0.115622629
3.53,1.65,4.176,9.635,0.111206404,0.111177232,0.116961994,0.118980376
3.66,1.517,6.432,11.2,0.112197446,0.108883139,0.134183532,0.123980256
5.01,1.427,6.424,24.47,0.122489041,0.107330746,0.134122463,0.166375406
9.34,1.434,25.34,31.62,0.15549838,0.107451488,0.278520787,0.189218309
12.3,1.533,15.576,32.1,0.178063655,0.10915912,0.203985725,0.190751819
15.5,1.724,32.467,56.63,0.202458548,0.112453644,0.332925887,0.269120548
22.9,2.36,24.877,28.7,0.258871736,0.12342389,0.274986403,0.17988946
10.3,1.793,15.635,20.15,0.162816848,0.113643812,0.204436111,0.15257382
8,1.621,10.189,12.82,0.145283019,0.110677016,0.162863195,0.129155851
5.82,1.5,7.297,11.69,0.128663998,0.108589909,0.140786649,0.125545714
4.98,1.461,6.036,9.747,0.122260339,0.107917206,0.131160603,0.119338195
4.5,1.468,5.177,9.052,0.118601105,0.108037947,0.124603288,0.117117801
4.18,1.454,4.547,8.775,0.116161616,0.107796464,0.119794082,0.116232838
3.91,1.449,4.168,8.092,0.114103297,0.10771022,0.116900925,0.114050782
3.69,1.441,3.903,8.045,0.112426148,0.107572229,0.114878005,0.113900625
3.52,1.423,3.932,8.661,0.11113017,0.107261751,0.115099381,0.115868629
3.74,1.733,5.595,17.19,0.112807318,0.112608883,0.127794158,0.143117178
5.67,1.546,13.412,14.48,0.127520488,0.109383355,0.187466483,0.134459238
5.19,1.452,7.035,11.44,0.123861254,0.107761966,0.13878663,0.124747011
4.34,1.455,7.187,12.02,0.117381361,0.107813713,0.139946946,0.126600002
4.62,1.466,6.823,10.47,0.119515914,0.10800345,0.137168294,0.121648044
4.01,1.419,5.424,9.249,0.114865638,0.107192755,0.126488802,0.117747179
3.7,1.387,4.831,9.187,0.112502382,0.106640793,0.121962042,0.1175491
3.85,1.417,5.047,13.35,0.113645893,0.107158258,0.123610912,0.130849101
5.26,1.972,12.358,22.87,0.124394892,0.11673135,0.179420605,0.161263708
9.27,1.585,12.167,15.78,0.154964742,0.110056059,0.177962576,0.138612493
6.06,1.47,8.007,13.41,0.130493615,0.108072445,0.146206548,0.13104079
5.19,1.419,7.619,11.75,0.123861254,0.107192755,0.143244687,0.125737402
4.55,1.405,6.241,10.26,0.118982276,0.106951272,0.132725503,0.120977133
4.12,1.399,5.355,9.343,0.115704212,0.106847779,0.12596208,0.118047491
3.88,1.427,4.849,8.601,0.113874595,0.107330746,0.122099448,0.115676941
3.66,1.347,4.486,8.094,0.112197446,0.105950841,0.119328429,0.114057171
3.55,1.371,4.184,7.742,0.111358872,0.106364812,0.117023063,0.112932597
3.48,1.354,3.943,7.14,0.110825233,0.106071583,0.115183351,0.111009321
3.27,1.299,3.933,6.907,0.109224319,0.105122898,0.115107014,0.11026493
3.21,1.283,3.725,6.761,0.108766914,0.104846917,0.113519213,0.109798487
3.13,1.311,3.547,6.478,0.108157042,0.105329884,0.112160421,0.108894356
3.1,1.339,3.527,6.395,0.10792834,0.10581285,0.112007748,0.108629186
3.19,1.37,3.497,6.783,0.108614446,0.106347564,0.111778738,0.109868773
3.31,1.509,3.517,7.23,0.109529255,0.108745149,0.111931412,0.111296854
3.39,1.603,3.619,10.64,0.110139127,0.110366537,0.112710045,0.122191162
5.5,2.813,14.232,59.55,0.126224509,0.131237602,0.193726085,0.278449398
31.1,4.94,33.155,35.39,0.321383648,0.16792583,0.338177845,0.201262749
11.9,2.44,13.649,20,0.175014294,0.124803795,0.189275661,0.152094598
7.77,1.893,9.243,17.3,0.143529636,0.115368693,0.155641752,0.143468607
7.29,2.075,10.698,76.99,0.139870402,0.118507978,0.166748729,0.334166913
52.8,3.8,58.582,66.66,0.486811511,0.148262182,0.532278934,0.301164509
27.4,3.003,21.62,31.58,0.293177054,0.134514877,0.25012357,0.189090517
13.2,2.046,12.586,21.68,0.184924719,0.118007762,0.18116108,0.157461882
9.66,1.773,9.36,18.17,0.157937869,0.113298836,0.156534891,0.146248093
8.95,1.682,7.933,16.77,0.152525253,0.111729194,0.145641657,0.141775357
8.1,1.684,7.173,20.67,0.146045359,0.111763691,0.139840075,0.154235122
10.7,1.732,12.391,22.52,0.165866209,0.112591634,0.179672516,0.160145524
9.56,1.715,11.404,37.03,0.157175529,0.112298404,0.172138093,0.20650224
20.7,1.75,45.111,88.54,0.242100248,0.112902113,0.429445892,0.371066987
36,2.334,42.925,45.18,0.358738327,0.12297542,0.41275871,0.232539955
15.8,2.283,21.997,33.22,0.204745569,0.122095731,0.25300146,0.194330008
13.3,2.226,15.471,25.97,0.185687059,0.121112549,0.203184191,0.171167624
11.2,1.974,12.264,22.97,0.169677911,0.116765847,0.178703041,0.161583189
10.2,1.901,10.69,21.25,0.162054507,0.115506684,0.166687659,0.156088113
9.5,2.022,9.849,18.87,0.156718125,0.11759379,0.160267751,0.148484461
8.31,1.992,8.34,16.8,0.147646274,0.117076326,0.148748557,0.141871201
7.55,1.999,7.615,19.35,0.141852487,0.117197068,0.143214153,0.150017971
9.34,3.295,8.991,38.07,0.15549838,0.139551531,0.15371807,0.209824844
16.1,7.192,15.428,36.07,0.20703259,0.20677016,0.202855943,0.203435221
15,3.872,12.333,27.62,0.198646846,0.149504097,0.179229764,0.176439063
12.5,3.226,10.019,29.03,0.179588336,0.138361363,0.161565473,0.180943747
13.5,3.842,9.997,26.62,0.18721174,0.148986632,0.161397532,0.173244251
11.6,3.313,9.14,22.38,0.172727273,0.139862009,0.154855485,0.15969825
9.78,2.815,8.25,25.32,0.158852678,0.1312721,0.148061527,0.169090996
12.2,2.872,17.482,36.19,0.177301315,0.132255282,0.218535482,0.203818599
14.6,3.053,16.237,25.58,0.195597484,0.135377318,0.209031575,0.169921647
10.5,2.343,11.334,21.41,0.164341528,0.12313066,0.171603737,0.156599283
9.3,2.133,9.82,20,0.155193444,0.119508409,0.160046374,0.152094598
8.97,2.168,9.158,19.4,0.152677721,0.120112117,0.154992891,0.150177711
9.2,2.182,8.597,19.1,0.154431103,0.120353601,0.150710408,0.149219268
9.14,2.141,8.141,18.54,0.153973699,0.119646399,0.147229458,0.147430173
9.37,2.105,7.68,17.29,0.155727082,0.119025442,0.143710341,0.143436659
8.34,2.035,7.144,15.99,0.147874976,0.117818025,0.139618699,0.139283404
7.66,2.147,6.618,15.33,0.142691062,0.119749892,0.135603393,0.137174828
7.63,2.16,6.434,14.81,0.142462359,0.119974127,0.1341988,0.135513526
7.06,2.133,6.074,35.64,0.138117019,0.119508409,0.131450682,0.202061452
22.4,10.927,28.575,99.21,0.255060034,0.27119448,0.30321568,0.405155627
57.8,10.534,35.348,63.44,0.524928531,0.264415696,0.354918463,0.290877215
28.3,5.521,19.24,38.36,0.300038117,0.177947391,0.231955458,0.21075134
16.9,3.969,13.227,25.95,0.213131313,0.151177232,0.186054256,0.171103728
11.7,3.15,8.956,19.98,0.173489613,0.137050453,0.153450892,0.152030702
11.2,2.51,9.15,16.57,0.169677911,0.126011212,0.154931822,0.141136394
8.4,2.514,9.163,16.63,0.14833238,0.126080207,0.155031059,0.141328083
8.99,2.513,9.176,15.82,0.152830189,0.126062958,0.155130297,0.138740286
7.61,2.413,9.116,17.9,0.142309891,0.124338077,0.154672277,0.145385494
8.34,3.01,7.561,18.88,0.147874976,0.134635619,0.142801935,0.148516409
8.74,3.142,7.501,21.18,0.150924338,0.136912462,0.142343915,0.155864476
10.2,3.421,9.147,22.95,0.162054507,0.141724881,0.154908921,0.161519293
10.1,3.567,10.537,30.86,0.161292167,0.144243208,0.165519709,0.186790253
